number	name	test
593	Wintershape
594	Mason
595	Swiftness
596	Itemcost1
597	Itemcost2
598	Oni Summoner
600	Min Imprisonment
601	Fateweaving
602	Realm
605	Sun Awe
606	Floating
607	Spirit Sight
608	Invisible
609	Startaffliction
610	Startmajoraff
612	Item Autobless
613	Fast Casting
614	Never Heals
615	Uw Regen
616	Spellsinger
617	Spell Maxbounces
618	Magic Attuned Researcher
621	Item Islance
622	Trinity
623	Trinity Mag
624	Unify
625	Triple3Mon
626	Power of The Turning Year
627	Fortkill
628	Thronekill
629	Far Thronekill
630	Indepmove
631	Indepstay
632	Reanimator Priest
634	Norange
635	Polymorph Immune
636	Pretender Original Form
637	Montag
638	Stun Immune
639	Mounted Berserker
641	Skirmisher
642	Slaver
643	Slaver Bonus
644	Min Size Leader
645	Dark Vessels
646	Animal Awe
647	Auto Com Slave 2
648	Auto Com Master
649	Farsail
651	Taurobolium
652	Fire Shield
653	Fire Shield Uw
654	Blessing of God Slayer
655	?Light On Unit
656	Twiceborn Shape
658	Carcass Collector
659	Wolf
660	Uncurable Affliction
662	Start Effect Value 1
663	Start Effect Value 2
664	Stygian Guide
665	Immortality Dominion
666	Mind Collar Magnitude
667	Mind Collar Activated
668	Lab Promotion
669	Islance
670	Can Use Lances
671	?Winter Summon 1D3
672	Starts with Heroic Ability
676	??Mountain Recruit
677	Enchrebate 25Percent
678	Enchrebate 50Percent
680	?Land Reinvigoration
681	Land Encumbrance
683	Notsacred
684	Ind Autobless
685	Counts as Sun
686	Lord over Heathen Tribes
687	Unknown Involved in Blood Slave Usage
688	Unseen
689	Iron Vuln
690	Batstartsum 1D3
692	Domshape
693	Notdomshape
694	Dominion Power
695	Plague Doctor
698	Salt Vuln
699	Montagweight
700	Spell Provrange
701	Spell Onlygeodst
702	Spell Onlygeosrc
703	Spell Nogeosrc
705	Spell Nowatertrace
706	Spell Nolandtrace
707	Spell Walkable
708	Spell Hiddenench
709	Spell Onlyowndst
711	Spell Onlyatsite
713	Spell Onlycoastsrc
715	Spell Reqfly
716	Spell Farsummoncom
718	Spell Req Unitability
719	Spell Req No Ability
721	Spell Strikesound
722	Spell Godpathspell
723	Spell Casttime
724	Spell Nextingeo
729	Spell Friendly Enchantment
731	Spell Onlymnr
732	Spell Polygetmagic
733	Spell Sethome
735	Spell Aibadlvl
738	Spell Onlyfriendlydst
741	Spell Reqsun
742	Spell Ainocast
743	Spell Aispellmod
744	Spell Notmnr
800	Number of Lost Arms
802	Lost X Eyes
1000	Enchrebate 10Gold
1001	Enchrebate 20Gold
1002	Enchrebate 50Gold
1003	Maxprison
